Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
1448,23,Male,Hoodie,Clothing,57,New Mexico,S,Beige,Summer,3.0,No,Credit Card,Next Day Air,Yes,Yes,25,PayPal,Monthly
1452,54,Male,Jacket,Outerwear,34,Utah,M,Maroon,Fall,2.5,No,Venmo,Next Day Air,Yes,Yes,35,PayPal,Quarterly
1453,60,Male,Jacket,Outerwear,25,Colorado,L,Blue,Spring,4.7,No,Venmo,2-Day Shipping,Yes,Yes,11,Bank Transfer,Quarterly
1456,60,Male,Pants,Clothing,79,Alabama,L,Silver,Fall,4.9,No,Debit Card,Express,Yes,Yes,1,PayPal,Every 3 Months
1458,58,Male,Shirt,Clothing,57,Pennsylvania,S,Gray,Spring,4.7,No,Bank Transfer,Express,Yes,Yes,47,Venmo,Fortnightly
1459,35,Male,Sweater,Clothing,28,Missouri,M,Peach,Spring,2.9,No,Debit Card,2-Day Shipping,Yes,Yes,34,Venmo,Weekly
1467,58,Male,Shorts,Clothing,71,Alabama,M,Green,Summer,4.5,No,PayPal,Store Pickup,Yes,Yes,3,PayPal,Annually
1474,69,Male,Shorts,Clothing,63,Wisconsin,M,Violet,Fall,4.3,No,Cash,Express,Yes,Yes,20,Credit Card,Every 3 Months
1475,31,Male,Sweater,Clothing,72,New Jersey,S,Pink,Fall,3.9,No,Bank Transfer,Next Day Air,Yes,Yes,6,Credit Card,Monthly
1476,44,Male,Blouse,Clothing,61,Rhode Island,M,Teal,Spring,4.0,No,Bank Transfer,Express,Yes,Yes,24,Cash,Monthly
1482,64,Male,Skirt,Clothing,33,Maryland,S,Gray,Spring,3.3,No,Credit Card,Standard,Yes,Yes,31,PayPal,Quarterly
1485,49,Male,Shorts,Clothing,46,Nebraska,M,Teal,Summer,4.4,No,Cash,Store Pickup,Yes,Yes,22,Venmo,Every 3 Months
1488,40,Male,Skirt,Clothing,44,Arizona,L,Black,Summer,4.6,No,Credit Card,Store Pickup,Yes,Yes,26,PayPal,Annually
1492,27,Male,Shirt,Clothing,54,Arkansas,S,Black,Summer,2.7,No,Venmo,Free Shipping,Yes,Yes,10,Bank Transfer,Quarterly
1493,62,Male,Jacket,Outerwear,38,North Carolina,M,Maroon,Summer,4.5,No,Venmo,Free Shipping,Yes,Yes,3,Venmo,Quarterly
1495,43,Male,T-shirt,Clothing,76,Montana,M,Gray,Spring,3.0,No,Bank Transfer,Next Day Air,Yes,Yes,23,Bank Transfer,Fortnightly
1497,63,Male,T-shirt,Clothing,98,Idaho,M,Purple,Winter,5.0,No,Credit Card,Standard,Yes,Yes,9,Venmo,Bi-Weekly
1498,69,Male,Jacket,Outerwear,33,Michigan,S,Magenta,Spring,3.8,No,Debit Card,2-Day Shipping,Yes,Yes,16,Debit Card,Every 3 Months
1499,59,Male,Sweater,Clothing,32,Illinois,M,Teal,Summer,3.1,No,PayPal,Standard,Yes,Yes,46,Venmo,Fortnightly
1501,63,Male,Jeans,Clothing,69,Alabama,L,Maroon,Summer,4.8,No,Venmo,Next Day Air,Yes,Yes,22,Debit Card,Monthly
1502,37,Male,Jeans,Clothing,55,Alaska,XL,Silver,Spring,2.7,No,Bank Transfer,Standard,Yes,Yes,13,Debit Card,Every 3 Months
1503,37,Male,Pants,Clothing,66,Massachusetts,M,Black,Summer,3.2,No,PayPal,Store Pickup,Yes,Yes,20,Cash,Fortnightly
1504,50,Male,Jacket,Outerwear,30,Michigan,M,Maroon,Fall,3.9,No,Cash,2-Day Shipping,Yes,Yes,46,Cash,Quarterly
1505,60,Male,Jacket,Outerwear,80,Alaska,M,Teal,Winter,4.2,No,Cash,Next Day Air,Yes,Yes,10,Bank Transfer,Monthly
1507,35,Male,Shirt,Clothing,30,South Carolina,L,Beige,Fall,3.0,No,Venmo,2-Day Shipping,Yes,Yes,44,PayPal,Quarterly
1509,35,Male,Blouse,Clothing,84,Colorado,L,Beige,Spring,4.4,No,Credit Card,Store Pickup,Yes,Yes,3,Cash,Every 3 Months
1511,55,Male,Blouse,Clothing,30,Maryland,XL,Gray,Fall,3.0,No,Credit Card,Free Shipping,Yes,Yes,31,Venmo,Annually
1516,39,Male,Jeans,Clothing,93,Indiana,S,Turquoise,Fall,3.9,No,Debit Card,2-Day Shipping,Yes,Yes,34,Cash,Weekly
1517,20,Male,Jeans,Clothing,68,Nevada,L,Indigo,Winter,4.5,No,Bank Transfer,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly
1523,38,Male,Shorts,Clothing,72,Tennessee,L,Yellow,Spring,4.8,No,Venmo,Free Shipping,Yes,Yes,5,Debit Card,Monthly
1527,41,Male,Jacket,Outerwear,22,Oklahoma,L,White,Summer,3.1,No,PayPal,Next Day Air,Yes,Yes,27,PayPal,Monthly
1529,69,Male,T-shirt,Clothing,75,Oregon,S,Red,Spring,4.0,No,Credit Card,Store Pickup,Yes,Yes,47,Venmo,Bi-Weekly
1533,68,Male,Jacket,Outerwear,46,Wisconsin,S,Silver,Winter,4.4,No,PayPal,Next Day Air,Yes,Yes,5,PayPal,Every 3 Months
1535,55,Male,Blouse,Clothing,66,Wyoming,M,Green,Summer,3.4,No,Venmo,Free Shipping,Yes,Yes,26,Venmo,Fortnightly
1541,28,Male,Shorts,Clothing,95,Colorado,M,Red,Winter,2.9,No,Debit Card,Next Day Air,Yes,Yes,14,Bank Transfer,Monthly
1543,59,Male,Blouse,Clothing,44,Hawaii,M,Maroon,Winter,3.5,No,Venmo,Next Day Air,Yes,Yes,43,PayPal,Weekly
1544,56,Male,Jeans,Clothing,89,Wisconsin,M,Indigo,Fall,4.0,No,Bank Transfer,Standard,Yes,Yes,24,Venmo,Annually
1553,54,Male,Blouse,Clothing,49,New Mexico,L,Purple,Spring,3.0,No,Debit Card,Express,Yes,Yes,20,Credit Card,Monthly
1554,27,Male,Blouse,Clothing,45,Delaware,M,Indigo,Spring,4.8,No,PayPal,Free Shipping,Yes,Yes,21,Debit Card,Quarterly
1555,64,Male,Shorts,Clothing,48,Utah,S,Lavender,Winter,2.7,No,Credit Card,Standard,Yes,Yes,18,Cash,Bi-Weekly
1556,43,Male,Shorts,Clothing,47,Ohio,S,Cyan,Winter,4.5,No,Bank Transfer,Free Shipping,Yes,Yes,44,Cash,Quarterly
1557,43,Male,Hoodie,Clothing,57,Alabama,M,Gold,Fall,2.7,No,Venmo,Standard,Yes,Yes,26,Credit Card,Quarterly
1564,68,Male,Pants,Clothing,44,Kansas,M,Teal,Fall,4.3,No,Credit Card,Next Day Air,Yes,Yes,8,Cash,Weekly
1570,20,Male,Skirt,Clothing,63,Hawaii,M,Orange,Summer,2.9,No,PayPal,Standard,Yes,Yes,29,Debit Card,Weekly
1571,30,Male,Pants,Clothing,41,Missouri,L,Brown,Winter,4.8,No,Debit Card,Next Day Air,Yes,Yes,3,Bank Transfer,Every 3 Months
1573,37,Male,Skirt,Clothing,92,Washington,L,White,Summer,3.4,No,Venmo,2-Day Shipping,Yes,Yes,16,Debit Card,Monthly
1574,36,Male,T-shirt,Clothing,31,North Dakota,L,Indigo,Summer,4.3,No,Debit Card,2-Day Shipping,Yes,Yes,25,Debit Card,Weekly
1575,18,Male,Skirt,Clothing,25,Minnesota,S,Magenta,Spring,4.2,No,Bank Transfer,Free Shipping,Yes,Yes,32,PayPal,Bi-Weekly
1576,52,Male,Shirt,Clothing,28,California,M,Turquoise,Spring,3.6,No,Cash,Next Day Air,Yes,Yes,28,Cash,Fortnightly
1579,62,Male,Pants,Clothing,97,California,S,Maroon,Winter,4.9,No,Debit Card,2-Day Shipping,Yes,Yes,2,PayPal,Quarterly
1580,35,Male,Jacket,Outerwear,80,Oklahoma,M,Violet,Summer,3.1,No,Cash,Free Shipping,Yes,Yes,6,Bank Transfer,Monthly
1585,41,Male,Blouse,Clothing,95,Hawaii,S,Silver,Spring,3.1,No,Venmo,Store Pickup,Yes,Yes,46,Credit Card,Quarterly
1586,37,Male,Sweater,Clothing,25,Alabama,M,Charcoal,Fall,3.0,No,Cash,Next Day Air,Yes,Yes,40,Debit Card,Fortnightly
1591,54,Male,Jeans,Clothing,80,Wisconsin,S,Pink,Winter,3.0,No,Cash,Free Shipping,Yes,Yes,8,PayPal,Annually
1592,18,Male,Skirt,Clothing,100,South Dakota,L,Gold,Winter,2.9,No,Bank Transfer,Next Day Air,Yes,Yes,24,PayPal,Annually
1600,48,Male,Shirt,Clothing,54,Delaware,M,Orange,Winter,2.8,No,Venmo,2-Day Shipping,Yes,Yes,22,Debit Card,Bi-Weekly
1602,65,Male,Shirt,Clothing,59,Indiana,XL,Red,Spring,2.9,No,Venmo,Store Pickup,Yes,Yes,33,Credit Card,Monthly
1604,23,Male,Shorts,Clothing,98,Iowa,L,Black,Summer,4.3,No,Debit Card,Next Day Air,Yes,Yes,17,Debit Card,Bi-Weekly
1605,18,Male,Sweater,Clothing,92,Maine,M,White,Summer,4.8,No,Venmo,2-Day Shipping,Yes,Yes,25,Credit Card,Every 3 Months
1607,55,Male,T-shirt,Clothing,21,Kansas,S,White,Spring,4.3,No,Debit Card,Standard,Yes,Yes,4,PayPal,Fortnightly
1608,49,Male,Shorts,Clothing,72,Vermont,S,Gray,Fall,2.7,No,Venmo,Free Shipping,Yes,Yes,43,Debit Card,Quarterly
1610,33,Male,Shirt,Clothing,93,Nevada,S,Brown,Fall,4.1,No,Credit Card,Standard,Yes,Yes,3,Venmo,Monthly
1612,41,Male,Pants,Clothing,26,Arkansas,L,Yellow,Winter,4.5,No,PayPal,Next Day Air,Yes,Yes,6,Debit Card,Monthly
1613,18,Male,Skirt,Clothing,68,Wisconsin,M,Indigo,Summer,4.4,No,Bank Transfer,Standard,Yes,Yes,26,Venmo,Monthly
1615,30,Male,T-shirt,Clothing,41,Kansas,S,Gray,Summer,3.4,No,Cash,Free Shipping,Yes,Yes,22,Cash,Bi-Weekly
1618,43,Male,Blouse,Clothing,64,Wisconsin,M,Peach,Winter,4.3,No,PayPal,Standard,Yes,Yes,50,Credit Card,Fortnightly
1623,31,Male,Shorts,Clothing,43,Missouri,S,Brown,Winter,4.0,No,PayPal,Store Pickup,Yes,Yes,37,Bank Transfer,Every 3 Months
1625,38,Male,Sweater,Clothing,32,Florida,M,White,Winter,3.6,No,Venmo,Free Shipping,Yes,Yes,40,PayPal,Every 3 Months
1626,34,Male,Skirt,Clothing,45,Minnesota,L,Beige,Winter,3.0,No,PayPal,Next Day Air,Yes,Yes,3,PayPal,Bi-Weekly
1630,35,Male,Blouse,Clothing,88,North Dakota,S,Silver,Spring,3.3,No,Credit Card,Next Day Air,Yes,Yes,13,Venmo,Quarterly
1632,65,Male,Sweater,Clothing,36,Indiana,L,Violet,Summer,3.9,No,PayPal,2-Day Shipping,Yes,Yes,7,Bank Transfer,Fortnightly
1639,68,Male,Jacket,Outerwear,51,Tennessee,M,Black,Spring,4.6,No,PayPal,Free Shipping,Yes,Yes,18,Venmo,Weekly
1642,50,Male,Hoodie,Clothing,32,Colorado,L,Violet,Summer,3.4,No,Bank Transfer,Free Shipping,Yes,Yes,1,Bank Transfer,Every 3 Months
1649,36,Male,Pants,Clothing,69,Oklahoma,M,Gray,Summer,2.6,No,Bank Transfer,Express,Yes,Yes,22,Credit Card,Monthly
1650,58,Male,T-shirt,Clothing,63,Wisconsin,M,White,Summer,4.9,No,PayPal,Free Shipping,Yes,Yes,3,Credit Card,Quarterly
1653,65,Male,Sweater,Clothing,35,New Mexico,M,Orange,Summer,4.0,No,Cash,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly
1656,37,Male,Sweater,Clothing,81,Arizona,L,Gold,Spring,3.2,No,Venmo,Next Day Air,Yes,Yes,4,PayPal,Monthly
1657,21,Male,Blouse,Clothing,42,Indiana,L,Brown,Spring,2.6,No,Credit Card,2-Day Shipping,Yes,Yes,41,PayPal,Every 3 Months
1658,69,Male,Skirt,Clothing,36,Indiana,L,Turquoise,Spring,3.2,No,Cash,Store Pickup,Yes,Yes,4,Debit Card,Bi-Weekly
1661,59,Male,T-shirt,Clothing,45,Louisiana,L,Yellow,Winter,4.1,No,Venmo,Standard,Yes,Yes,37,Venmo,Monthly
1664,43,Male,Shirt,Clothing,22,Maine,XL,Gold,Summer,3.5,No,Cash,Standard,Yes,Yes,1,Cash,Bi-Weekly
1666,40,Male,Jacket,Outerwear,41,New Mexico,L,Pink,Fall,3.4,No,Cash,Next Day Air,Yes,Yes,49,Venmo,Monthly
1667,51,Male,Skirt,Clothing,64,Arkansas,M,Blue,Summer,3.1,No,Cash,Store Pickup,Yes,Yes,47,PayPal,Annually
1669,66,Male,Blouse,Clothing,33,Utah,L,Charcoal,Summer,4.0,No,Credit Card,Standard,Yes,Yes,28,Debit Card,Fortnightly
1670,42,Male,T-shirt,Clothing,59,Wisconsin,L,Maroon,Winter,2.7,No,PayPal,Store Pickup,Yes,Yes,22,Bank Transfer,Quarterly
1671,22,Male,Pants,Clothing,73,Utah,L,Cyan,Fall,3.6,No,Venmo,Free Shipping,Yes,Yes,20,Cash,Weekly
1672,31,Male,Hoodie,Clothing,22,Utah,M,Olive,Winter,4.0,No,PayPal,Free Shipping,Yes,Yes,25,Bank Transfer,Weekly
1674,21,Male,Blouse,Clothing,62,Hawaii,M,Violet,Fall,3.4,No,Debit Card,Next Day Air,Yes,Yes,49,Venmo,Bi-Weekly
1676,35,Male,Pants,Clothing,90,Colorado,M,Beige,Spring,4.7,No,Venmo,Next Day Air,Yes,Yes,21,Credit Card,Annually
1678,65,Male,Jeans,Clothing,35,Oregon,L,Silver,Summer,3.3,No,PayPal,Next Day Air,No,No,41,Debit Card,Weekly
1679,41,Male,Pants,Clothing,71,Ohio,S,Magenta,Summer,4.8,No,PayPal,2-Day Shipping,No,No,30,Venmo,Fortnightly
1685,30,Male,Shirt,Clothing,93,New Mexico,M,Indigo,Spring,4.6,No,Cash,Standard,No,No,28,PayPal,Weekly
1686,33,Male,Blouse,Clothing,48,Minnesota,M,Pink,Winter,4.6,No,Venmo,Standard,No,No,43,PayPal,Bi-Weekly
1688,67,Male,Skirt,Clothing,70,Georgia,S,Magenta,Winter,3.7,No,Venmo,Free Shipping,No,No,4,PayPal,Annually
1690,32,Male,Shirt,Clothing,73,North Carolina,L,Turquoise,Winter,4.6,No,Credit Card,Store Pickup,No,No,32,Bank Transfer,Monthly
1694,63,Male,Jacket,Outerwear,88,Tennessee,XL,Olive,Fall,4.9,No,Venmo,Standard,No,No,45,Bank Transfer,Fortnightly
1695,20,Male,Shirt,Clothing,67,Mississippi,M,Turquoise,Summer,2.7,No,Credit Card,Express,No,No,20,Debit Card,Fortnightly
1698,36,Male,Shirt,Clothing,87,South Carolina,L,Lavender,Fall,3.5,No,Venmo,Next Day Air,No,No,48,Credit Card,Every 3 Months
1700,20,Male,Sweater,Clothing,67,North Dakota,L,Teal,Spring,4.0,No,Bank Transfer,Free Shipping,No,No,34,Debit Card,Annually
1701,62,Male,Hoodie,Clothing,70,West Virginia,L,Black,Fall,4.1,No,Credit Card,Express,No,No,36,Bank Transfer,Monthly
1703,54,Male,Jeans,Clothing,83,Alabama,XL,Yellow,Summer,5.0,No,Debit Card,Express,No,No,48,Bank Transfer,Weekly
1708,25,Male,Shorts,Clothing,81,Nevada,L,Maroon,Fall,4.9,No,Credit Card,2-Day Shipping,No,No,25,Cash,Bi-Weekly
1710,45,Male,Skirt,Clothing,83,Indiana,M,Pink,Winter,3.8,No,Venmo,Standard,No,No,19,Bank Transfer,Annually
1711,19,Male,Pants,Clothing,59,Arkansas,XL,Orange,Fall,3.8,No,Debit Card,Store Pickup,No,No,7,Credit Card,Quarterly
1712,21,Male,T-shirt,Clothing,93,North Carolina,M,Lavender,Spring,4.7,No,Debit Card,Express,No,No,19,Credit Card,Monthly
1713,65,Male,T-shirt,Clothing,87,Illinois,S,Beige,Fall,3.8,No,Debit Card,2-Day Shipping,No,No,9,Cash,Fortnightly
1714,49,Male,Jacket,Outerwear,22,Missouri,M,Pink,Winter,4.6,No,Venmo,Free Shipping,No,No,37,PayPal,Quarterly
1715,30,Male,Jeans,Clothing,71,South Dakota,S,Charcoal,Summer,4.4,No,Bank Transfer,Standard,No,No,15,Cash,Monthly
1717,69,Male,Blouse,Clothing,47,Connecticut,M,Cyan,Winter,4.7,No,Venmo,Standard,No,No,30,Cash,Every 3 Months
1718,29,Male,Hoodie,Clothing,50,Hawaii,L,Orange,Summer,2.9,No,Cash,Express,No,No,16,Debit Card,Bi-Weekly
1719,54,Male,T-shirt,Clothing,96,Maryland,L,Pink,Winter,3.4,No,Cash,2-Day Shipping,No,No,14,PayPal,Every 3 Months
1720,45,Male,Sweater,Clothing,39,Maryland,M,White,Winter,3.2,No,Venmo,Free Shipping,No,No,8,Venmo,Quarterly
1721,25,Male,Shorts,Clothing,84,Massachusetts,S,Beige,Winter,2.8,No,Cash,Express,No,No,40,Debit Card,Bi-Weekly
1723,46,Male,T-shirt,Clothing,51,Massachusetts,L,Violet,Summer,3.3,No,Cash,Standard,No,No,14,Cash,Fortnightly
1728,49,Male,Blouse,Clothing,53,Virginia,S,Violet,Spring,4.0,No,Credit Card,Express,No,No,19,PayPal,Monthly
1729,23,Male,Jeans,Clothing,48,Wyoming,L,Black,Fall,4.3,No,Debit Card,Express,No,No,1,Debit Card,Every 3 Months
1730,47,Male,Shorts,Clothing,21,Illinois,M,Brown,Winter,3.8,No,Venmo,Store Pickup,No,No,12,Venmo,Fortnightly
1731,23,Male,Shirt,Clothing,22,Alabama,S,Silver,Fall,4.2,No,Cash,Free Shipping,No,No,26,Credit Card,Weekly
1734,67,Male,Blouse,Clothing,85,New York,L,Black,Summer,3.4,No,Bank Transfer,Express,No,No,22,Credit Card,Annually
1735,31,Male,Jeans,Clothing,98,Missouri,L,Brown,Spring,3.1,No,Credit Card,Next Day Air,No,No,16,PayPal,Quarterly
1737,57,Male,Shorts,Clothing,61,Tennessee,M,Purple,Summer,2.6,No,Cash,2-Day Shipping,No,No,43,Cash,Quarterly
1741,69,Male,Pants,Clothing,21,Wisconsin,L,Charcoal,Fall,3.3,No,Cash,Next Day Air,No,No,10,Bank Transfer,Every 3 Months
1742,41,Male,Pants,Clothing,51,Delaware,XL,Teal,Winter,3.6,No,Venmo,Next Day Air,No,No,20,Bank Transfer,Monthly
1744,23,Male,Skirt,Clothing,72,Missouri,XL,Brown,Winter,3.3,No,Debit Card,Standard,No,No,3,Bank Transfer,Weekly
1746,40,Male,Skirt,Clothing,27,West Virginia,L,Red,Winter,3.6,No,Credit Card,Store Pickup,No,No,27,Cash,Weekly
1749,34,Male,Skirt,Clothing,93,Montana,L,Teal,Winter,3.9,No,Bank Transfer,2-Day Shipping,No,No,41,Bank Transfer,Annually
1750,43,Male,Hoodie,Clothing,70,Wyoming,L,Pink,Fall,3.2,No,Credit Card,2-Day Shipping,No,No,36,Debit Card,Every 3 Months
1752,57,Male,Sweater,Clothing,40,Ohio,M,Silver,Winter,3.2,No,PayPal,2-Day Shipping,No,No,34,Cash,Annually
1754,25,Male,Skirt,Clothing,27,Colorado,L,Black,Fall,4.8,No,Venmo,Next Day Air,No,No,23,Credit Card,Fortnightly
1760,68,Male,Sweater,Clothing,58,Louisiana,L,Green,Spring,4.0,No,Venmo,Next Day Air,No,No,1,PayPal,Weekly
1761,20,Male,Skirt,Clothing,44,Minnesota,XL,Peach,Spring,3.5,No,Credit Card,Standard,No,No,39,PayPal,Weekly
1762,21,Male,Hoodie,Clothing,95,Hawaii,S,Green,Fall,4.9,No,PayPal,2-Day Shipping,No,No,24,Cash,Weekly
1766,68,Male,Hoodie,Clothing,88,New Mexico,M,Orange,Spring,4.1,No,Bank Transfer,2-Day Shipping,No,No,41,Venmo,Quarterly
1767,60,Male,Sweater,Clothing,54,Alaska,S,Cyan,Winter,4.3,No,Venmo,2-Day Shipping,No,No,27,Cash,Bi-Weekly
1772,46,Male,Shirt,Clothing,82,Indiana,XL,Turquoise,Fall,4.7,No,Credit Card,Store Pickup,No,No,9,Credit Card,Annually
1775,46,Male,Sweater,Clothing,78,New York,M,Lavender,Spring,3.7,No,Bank Transfer,Express,No,No,6,PayPal,Weekly
1776,18,Male,Jacket,Outerwear,47,Iowa,M,Violet,Spring,3.3,No,Bank Transfer,2-Day Shipping,No,No,12,Cash,Bi-Weekly
1777,56,Male,Jacket,Outerwear,64,Arizona,L,Cyan,Summer,3.4,No,Bank Transfer,Free Shipping,No,No,10,Venmo,Every 3 Months
1782,31,Male,T-shirt,Clothing,33,Iowa,M,Pink,Fall,3.7,No,PayPal,Express,No,No,49,Bank Transfer,Quarterly
1783,52,Male,Pants,Clothing,88,Utah,M,Lavender,Fall,2.7,No,Credit Card,Next Day Air,No,No,40,Bank Transfer,Fortnightly
1787,45,Male,Jacket,Outerwear,34,Maryland,M,Brown,Spring,4.6,No,Debit Card,2-Day Shipping,No,No,22,Venmo,Monthly
1788,20,Male,Sweater,Clothing,38,Montana,L,Gold,Fall,4.9,No,Bank Transfer,2-Day Shipping,No,No,10,Bank Transfer,Quarterly
1789,66,Male,Blouse,Clothing,41,Illinois,L,Pink,Summer,3.1,No,PayPal,Store Pickup,No,No,23,Cash,Bi-Weekly
1790,52,Male,Blouse,Clothing,34,Arizona,L,Peach,Spring,3.0,No,PayPal,2-Day Shipping,No,No,43,Debit Card,Quarterly
1792,62,Male,Jeans,Clothing,98,Montana,S,Purple,Winter,4.0,No,Debit Card,Store Pickup,No,No,38,Cash,Annually
1796,68,Male,Jeans,Clothing,20,Wisconsin,S,Violet,Fall,4.0,No,Debit Card,2-Day Shipping,No,No,9,Debit Card,Fortnightly
1797,62,Male,Skirt,Clothing,35,South Carolina,S,Brown,Spring,3.1,No,Debit Card,Store Pickup,No,No,34,Venmo,Weekly
1800,32,Male,Hoodie,Clothing,48,California,M,Charcoal,Fall,3.9,No,Debit Card,Express,No,No,47,Venmo,Weekly
1802,33,Male,Sweater,Clothing,57,New Jersey,M,Turquoise,Spring,3.9,No,Credit Card,Express,No,No,48,Debit Card,Fortnightly
1803,57,Male,Shorts,Clothing,96,Rhode Island,L,Turquoise,Winter,2.6,No,Bank Transfer,Store Pickup,No,No,31,Venmo,Bi-Weekly
1805,30,Male,Sweater,Clothing,42,Louisiana,L,Peach,Winter,4.4,No,Debit Card,Next Day Air,No,No,39,Credit Card,Weekly
1806,41,Male,T-shirt,Clothing,62,Arizona,L,Gold,Spring,4.9,No,Venmo,Store Pickup,No,No,46,Debit Card,Weekly
1809,67,Male,Jacket,Outerwear,71,Tennessee,M,Lavender,Spring,4.3,No,Credit Card,Next Day Air,No,No,7,Debit Card,Monthly
1811,41,Male,Jeans,Clothing,28,Maryland,M,Magenta,Fall,2.7,No,Credit Card,Standard,No,No,16,Cash,Bi-Weekly
1814,40,Male,Shorts,Clothing,62,Illinois,M,Olive,Spring,3.5,No,Credit Card,Free Shipping,No,No,24,PayPal,Weekly
1815,32,Male,Jeans,Clothing,92,Montana,M,White,Summer,3.8,No,Debit Card,Free Shipping,No,No,24,Cash,Quarterly
1818,32,Male,T-shirt,Clothing,27,Delaware,M,White,Summer,4.7,No,Credit Card,Free Shipping,No,No,20,Cash,Weekly
1821,19,Male,Shirt,Clothing,94,Washington,XL,Gold,Fall,5.0,No,PayPal,Express,No,No,31,PayPal,Monthly
1822,57,Male,Shorts,Clothing,53,Maine,M,Teal,Spring,2.8,No,Credit Card,Express,No,No,29,PayPal,Quarterly
1823,66,Male,Shirt,Clothing,85,Connecticut,S,Cyan,Summer,4.4,No,Cash,Standard,No,No,4,Cash,Annually
1825,58,Male,Pants,Clothing,47,Illinois,XL,Magenta,Winter,3.8,No,Credit Card,Express,No,No,31,Cash,Monthly
1827,45,Male,T-shirt,Clothing,60,Indiana,M,Turquoise,Winter,4.2,No,PayPal,Express,No,No,44,Debit Card,Annually
1828,20,Male,T-shirt,Clothing,36,Vermont,S,Pink,Spring,4.9,No,Cash,2-Day Shipping,No,No,31,Bank Transfer,Weekly
1832,62,Male,Blouse,Clothing,71,Maine,M,Cyan,Summer,3.3,No,Bank Transfer,Free Shipping,No,No,5,Bank Transfer,Every 3 Months
1835,49,Male,Skirt,Clothing,35,Indiana,M,Charcoal,Summer,4.1,No,Venmo,2-Day Shipping,No,No,39,Venmo,Fortnightly
1837,66,Male,Pants,Clothing,52,South Carolina,M,Teal,Fall,4.2,No,Cash,2-Day Shipping,No,No,35,Credit Card,Monthly
1840,32,Male,Shirt,Clothing,78,Mississippi,XL,Purple,Winter,3.7,No,Venmo,Store Pickup,No,No,32,Cash,Annually
1844,36,Male,Jacket,Outerwear,76,Kentucky,M,Charcoal,Fall,4.7,No,Bank Transfer,Next Day Air,No,No,32,Credit Card,Monthly
1845,60,Male,Shorts,Clothing,26,South Dakota,M,Purple,Spring,2.7,No,Venmo,2-Day Shipping,No,No,31,Credit Card,Annually
1849,19,Male,Jeans,Clothing,73,Maine,XL,Yellow,Winter,2.7,No,Credit Card,Express,No,No,34,Cash,Every 3 Months
1850,30,Male,Skirt,Clothing,40,New Mexico,M,Maroon,Winter,4.5,No,Credit Card,Store Pickup,No,No,35,Bank Transfer,Monthly
1852,28,Male,Skirt,Clothing,80,Delaware,S,Lavender,Fall,3.1,No,Venmo,Free Shipping,No,No,4,Bank Transfer,Fortnightly
1853,41,Male,Sweater,Clothing,80,Pennsylvania,XL,Violet,Winter,3.8,No,Cash,Store Pickup,No,No,32,Cash,Weekly
1854,29,Male,Blouse,Clothing,67,North Dakota,XL,Olive,Spring,2.9,No,Bank Transfer,Express,No,No,11,PayPal,Fortnightly
1855,25,Male,Sweater,Clothing,61,Kentucky,M,Teal,Spring,3.8,No,Credit Card,Express,No,No,49,Credit Card,Annually
1856,60,Male,Shirt,Clothing,76,Rhode Island,XL,Teal,Spring,4.7,No,Bank Transfer,Standard,No,No,9,Cash,Annually
1858,51,Male,T-shirt,Clothing,85,Colorado,L,Maroon,Summer,4.0,No,Cash,Next Day Air,No,No,33,Cash,Monthly
1861,18,Male,T-shirt,Clothing,64,Kansas,M,Silver,Summer,4.8,No,Credit Card,Next Day Air,No,No,4,Credit Card,Monthly
1866,56,Male,Pants,Clothing,62,Missouri,S,Silver,Summer,3.8,No,Venmo,Store Pickup,No,No,12,Bank Transfer,Monthly
1867,31,Male,T-shirt,Clothing,44,Alaska,XL,Gold,Winter,4.2,No,Debit Card,Standard,No,No,9,Credit Card,Fortnightly
1868,45,Male,Skirt,Clothing,52,Delaware,M,Brown,Fall,3.4,No,Debit Card,2-Day Shipping,No,No,20,Venmo,Quarterly
1870,18,Male,Blouse,Clothing,77,West Virginia,S,Beige,Spring,3.9,No,PayPal,2-Day Shipping,No,No,16,Debit Card,Every 3 Months
1871,43,Male,Blouse,Clothing,99,Wyoming,L,Violet,Spring,4.3,No,Debit Card,Store Pickup,No,No,27,Debit Card,Fortnightly
1872,56,Male,Jeans,Clothing,96,Illinois,XL,Violet,Fall,2.7,No,Bank Transfer,Standard,No,No,14,Cash,Every 3 Months
1873,43,Male,T-shirt,Clothing,64,Alaska,M,Lavender,Summer,4.6,No,Credit Card,Standard,No,No,24,Credit Card,Monthly
1874,64,Male,Sweater,Clothing,44,Wisconsin,XL,Red,Fall,2.9,No,Credit Card,Express,No,No,49,Bank Transfer,Weekly
1875,67,Male,Pants,Clothing,33,Indiana,L,Purple,Fall,3.6,No,Cash,Free Shipping,No,No,14,Cash,Weekly
1877,54,Male,Skirt,Clothing,36,Illinois,M,Gray,Fall,2.6,No,Credit Card,Standard,No,No,20,Venmo,Quarterly
1880,56,Male,T-shirt,Clothing,33,Tennessee,L,Charcoal,Spring,3.5,No,Debit Card,Express,No,No,46,Cash,Bi-Weekly
